Rank,Name,Platform,Year,Genre
608,Space Invaders,0,,8
609,Crazy Taxi,16,2001.0,6
610,Perfect Dark,10,2000.0,0
611,Game Party,26,2007.0,3
612,Dragon Warrior,11,1986.0,7
613,Tomb Raider (2013),17,2013.0,0
614,Marvel: Ultimate Alliance,28,2006.0,7
615,PES 2009: Pro Evolution Soccer,16,2008.0,10
616,Mario Party 2,10,1999.0,3
617,Saints Row: The Third,17,2011.0,0
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,29,2003.0,0
619,LEGO Harry Potter: Years 1-4,26,2010.0,0
620,Mortal Kombat: Deadly Alliance,16,2002.0,2
621,Resistance 2,17,2008.0,8
622,Pure,28,2008.0,6
623,Tomb Raider: The Last Revelation,15,1998.0,0
624,NBA 2K13,17,2012.0,10
625,Rock Band,28,,3
626,NBA 2K14,28,2013.0,10
627,Mario Party 4,7,2002.0,3
628,uDraw Studio,26,2010.0,3
629,Midnight Club: Los Angeles,17,2008.0,6
630,Final Fantasy V,23,1992.0,7
631,Final Fantasy Tactics,15,1997.0,7
632,Twisted Metal 2,15,1996.0,6
633,Halo: Combat Evolved Anniversary,28,2011.0,8
634,Need for Speed Carbon: Own the City,19,2006.0,6
635,The Sims: Bustin' Out,16,2003.0,9
636,Riven: The Sequel to Myst,13,1997.0,1
637,Tom Clancy's Rainbow Six: Vegas 2,28,2008.0,8
638,Sonic Adventure,3,1998.0,4
639,Ice Hockey,11,1988.0,10
640,pro evolution soccer 2011,17,2010.0,10
641,Dragon Ball Z: Budokai 2,16,2003.0,2
642,ATV Offroad Fury,16,2001.0,6
643,Dino Crisis,15,1998.0,0
644,Minecraft,30,2014.0,3
645,Need for Speed: ProStreet,16,2007.0,6
646,Madden NFL 16,30,2015.0,10
647,Tetris Plus,15,1996.0,5
648,Pro Wrestling,11,1987.0,2
649,Theme Hospital,13,1997.0,11
650,Frogger's Adventures: Temple of the Frog,6,,1
651,Need for Speed (2015),18,2015.0,6
652,Zumba Fitness,28,2010.0,10
653,LEGO Indiana Jones: The Original Adventures,26,,0
655,Monopoly,13,1994.0,3
656,Batman: Arkham Origins,17,2013.0,0
657,Dead Island,28,2011.0,0
658,Guitar Hero,16,2005.0,3
659,LEGO Star Wars: The Complete Saga,17,2007.0,0
660,Kinect: Disneyland Adventures,28,2011.0,3
661,WCW/nWo Revenge,10,1998.0,2
662,Bloodborne,18,2015.0,0
663,NBA 2K15,18,2014.0,10
664,Madden NFL 11,17,2010.0,10
665,Yu-Gi-Oh! The Duelists of the Roses,16,2001.0,3
666,Madden NFL 08,28,2007.0,10
667,Half-Life 2,13,2004.0,8
668,The Incredibles,16,2004.0,0
669,Tony Hawk's Underground 2,16,2004.0,10
670,Madden NFL 10,17,2009.0,10
671,Kinect Sports: Season Two,28,2011.0,10
672,Kirby's Dream Land 2,5,1995.0,4
673,LEGO Harry Potter: Years 1-4,4,2010.0,0
674,Donkey Kong Land II,5,1996.0,4
675,Dragon Warrior Monsters,5,1998.0,7
676,Midnight Club: Los Angeles,28,2008.0,6
677,Skylanders SWAP Force,26,2013.0,4
678,WWE SmackDown vs Raw 2008,16,2007.0,2
679,My Fitness Coach,26,2008.0,10
680,Resident Evil - Code: Veronica X,16,2001.0,0
681,The Sims 3,28,2010.0,9
682,The Legend of Zelda: Majora's Mask 3D,2,2015.0,0
683,NBA 2K16,30,2015.0,10
684,Just Dance Kids,26,2010.0,3
685,Mario Tennis,10,2000.0,10
686,Grand Theft Auto,15,1997.0,0
687,James Bond 007: Everything or Nothing,16,2004.0,8
688,WarioWare Touched!,4,2004.0,5
689,Need For Speed: High Stakes,15,1999.0,6
690,Chrono Trigger,23,1995.0,7
691,Cool Boarders 3,15,1998.0,10
692,LEGO Marvel Super Heroes,28,2013.0,0
693,Guild Wars 2,13,2012.0,0
694,Pokemon Ranger: Shadows of Almia,4,2008.0,7
695,Dead Island,17,2011.0,0
696,Tomb Raider II,13,1997.0,0
697,God of War: Ascension,17,2013.0,0
698,Need for Speed Underground 2,29,2004.0,6
699,Pro Evolution Soccer 2010,17,2009.0,10
700,Just Dance 2015,26,2014.0,3
701,Yokai Watch Busters,2,2015.0,0
702,Mario Bros.,11,1983.0,4
703,FIFA Soccer 09,16,2008.0,10
704,Star Wars: The Force Unleashed,17,2008.0,0
705,Borderlands 2,17,2012.0,8
706,TOCA Touring Car Championship,15,1997.0,6
707,Paper Mario: Sticker Star,2,2012.0,7
708,Sonic's Ultimate Genesis Collection,17,2009.0,3
709,Super Monkey Ball: Banana Blitz,26,2006.0,3
710,Kirby: Nightmare in Dream Land,6,2002.0,4
711,Wario Land 4,6,2001.0,4
712,Guitar Hero III: Legends of Rock,17,2007.0,3
713,Call of Duty 3,26,,8
714,Resident Evil 4,26,2007.0,0
715,Minecraft,20,2014.0,3
716,Onimusha 2: Samurai's Destiny,16,2002.0,1
717,Cool Boarders 2,15,1997.0,10
718,Paper Mario: The Thousand-Year Door,7,2004.0,7
719,Madden NFL 12,17,2011.0,10
720,Monster Hunter Tri,26,2009.0,7
721,Dissidia: Final Fantasy,19,2008.0,2
722,Sonic Advance,6,2001.0,4
723,Spyro: Season of Ice,6,2001.0,4
724,Teenage Mutant Ninja Turtles II: The Arcade Game,11,1990.0,0
725,LEGO Indiana Jones: The Original Adventures,4,2008.0,0
726,Dance Dance Revolution X2,16,2009.0,9
727,New Super Luigi U,27,2013.0,4
728,Prince of Persia: The Sands of Time,16,2003.0,0
729,Scribblenauts,4,2009.0,5
730,The Legend of Zelda: Link's Awakening DX,5,1998.0,1
731,Need for Speed: Hot Pursuit,28,2010.0,6
732,BioShock 2,28,2010.0,8
733,Assassin's Creed IV: Black Flag,30,2013.0,0
734,Devil May Cry 3: Dante's Awakening Special Edition,16,2006.0,0
735,Rock Band 2,28,2008.0,3
736,Frogger,0,1981.0,0
737,Guitar Hero II,28,2007.0,3
738,Wario Land 3,5,2000.0,4
739,Pro Yakyuu Family Stadium,11,1986.0,10
740,Sonic Unleashed,26,2008.0,4
741,High School Musical: Makin' the Cut!,4,2007.0,5
742,Pro Evolution Soccer 2012,17,2011.0,0
743,Saints Row,28,2006.0,0
744,Star Wars: Knights of the Old Republic,29,2003.0,7
745,Kirby's Pinball Land,5,1992.0,3
746,Donkey Kong Country,5,2000.0,4
747,Hitman: Absolution,17,2012.0,0
748,Yu-Gi-Oh: Duel Monsters 4,5,2000.0,7
749,ATV Offroad Fury 2,16,2002.0,6
750,Forza Motorsport 5,30,2013.0,6
751,Madden NFL 25,28,2013.0,10
752,Pokemon Ranger,4,2006.0,7
753,Mario & Luigi: Superstar Saga,6,2003.0,7
754,Final Fantasy XIII,28,2010.0,7
755,Star Wars: Rogue Squadron,10,1998.0,9
756,Tennis,11,1984.0,10
757,The Sims: House Party,13,2001.0,9
758,Your Shape featuring Jenny McCarthy,26,2009.0,10
759,Syphon Filter 2,15,2000.0,8
760,Tom Clancy's Rainbow Six: Siege,18,2015.0,8
761,Volleyball,11,1987.0,10
762,FIFA 15,30,2014.0,10
763,Call of Duty: Roads to Victory,19,2007.0,8
764,Super Mario RPG: Legend of the Seven Stars,23,1996.0,7
765,Mahjong,11,1983.0,3
766,R.C. Pro-Am,11,1988.0,6
767,SimCity 2000,13,1992.0,9
768,Demon Attack,0,1981.0,8
769,Dance Dance Revolution Extreme,16,2004.0,9
770,Tetris DS,4,2006.0,5
771,Final Fantasy Tactics Advance,6,2003.0,7
772,Far Cry: Primal,18,2016.0,0
773,Toy Story 3: The Video Game,4,2010.0,0
774,Final Fantasy III,4,2006.0,7
775,Kirby's Epic Yarn,26,2010.0,4
776,Project Gotham Racing,29,2001.0,6
777,Golf,5,1989.0,10
778,NBA 2K12,17,2011.0,10
779,Borderlands,17,2009.0,8
780,Tony Hawk's Pro Skater,10,2000.0,10
781,PES 2009: Pro Evolution Soccer,17,2008.0,10
782,Need for Speed: Hot Pursuit 2,16,2002.0,6
783,Mario Sports Mix,26,2010.0,10
784,Rock Band,26,,3
785,Dynasty Warriors 4,16,2003.0,0
786,Mortal Kombat,28,2011.0,2
787,Parasite Eve,15,1998.0,7
788,Scooby-Doo! Night of 100 Frights,16,2002.0,4
789,Project Gotham Racing (JP weekly sales),29,2002.0,0
790,Need for Speed: Most Wanted 5-1-0,19,2005.0,6
791,Portal 2,28,2011.0,8
792,Devil May Cry 3: Dante's Awakening,16,2005.0,0
793,Derby Stallion,15,1997.0,10
794,Dead Rising,28,2006.0,0
795,Finding Nemo,16,2003.0,0
796,NBA 2K11,28,2010.0,0
797,Wipeout: The Game,26,2009.0,3
798,The Sims 2: Pets,4,2006.0,9
799,Battlefield: Hardline,18,2015.0,8
800,Metal Gear Solid: Peace Walker,19,2010.0,0
801,World of Warcraft: Cataclysm,13,2010.0,7
802,Tetris Worlds,16,2002.0,5
803,Need For Speed: Undercover,17,2008.0,6
804,Dance Dance Revolution: Hottest Party,26,2007.0,9
805,Mario Party 5,7,2003.0,3
806,Ghostbusters: The Video Game (DS Version),17,2010.0,0
807,Sim Theme Park,13,1998.0,11
808,Warcraft: Orcs & Humans,13,1994.0,11
809,Skate 3,17,2010.0,10
810,Spec Ops: Airborne Commando,15,2002.0,8
811,Kingdom Hearts: Birth by Sleep,19,2010.0,7
812,UFC 2009 Undisputed,28,2009.0,2
813,Dark Souls,17,2011.0,7
814,Yu-Gi-Oh! The Eternal Duelist Soul,6,2001.0,11
815,Need for Speed: ProStreet,28,2007.0,6
816,The Sims 3,17,2010.0,9
817,Tom Clancy's Splinter Cell: Conviction,28,2010.0,0
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,6,2005.0,7
819,The Incredibles,6,2004.0,0
820,R4: Ridge Racer Type 4,15,1998.0,6
821,SoulCalibur II,16,2003.0,2
822,Mario & Luigi: Dream Team,2,2013.0,7
823,Need for Speed: ProStreet,17,2007.0,6
824,Carnival Games,4,2008.0,3
825,NBA 2K14,17,2013.0,10
826,Pokémon Mystery Dungeon: Blue Rescue Team,4,2005.0,7
827,Sonic Mega Collection,7,2002.0,3
828,Diablo III,17,2013.0,7
829,NBA Jam,8,1992.0,10
830,PGR4 - Project Gotham Racing 4,28,2007.0,6
831,Kingdom Hearts 358/2 Days,4,2009.0,7
832,Dance Central 2,28,2011.0,3
833,Rayman Raving Rabbids: TV Party,26,2008.0,3
834,SOCOM: U.S. Navy SEALs: Combined Assault,16,2006.0,8
835,Peter Jackson's King Kong: The Official Game of the Movie,16,2005.0,0
836,Donkey Kong Country,6,2003.0,4
837,Need for Speed: The Run,17,2011.0,0
838,Madden NFL 15,18,2014.0,10
839,1080°: TenEighty Snowboarding,10,1998.0,10
840,Just Dance 3,28,2011.0,3
841,NBA Live 2004,16,2003.0,10
842,Dead Space,17,2008.0,0
843,Call of Duty 2,28,2005.0,8
844,Madden NFL 15,28,2014.0,10
845,Forza Horizon,28,2012.0,6
846,TouchMaster,4,2007.0,5
847,Tom Clancy's The Division,30,2016.0,8
848,LEGO Marvel Super Heroes,17,2013.0,0
849,Fire Emblem: Awakening,2,2012.0,7
850,DriveClub,18,2014.0,6
851,Super Street Fighter II,23,1993.0,2
852,Mortal Kombat vs. DC Universe,17,2008.0,2
853,Tenchu: Stealth Assassins,15,1997.0,0
854,Tennis,5,1989.0,10
855,Harry Potter and the Chamber of Secrets,6,2002.0,0
856,Harry Potter and the Chamber of Secrets,15,2002.0,0
857,SimCity,23,1991.0,9
858,Battlefield 4,30,2013.0,8
859,Resident Evil 6,28,2012.0,8
860,Dragon Age: Inquisition,18,2014.0,7
861,Sonic Classic Collection,4,2010.0,4
862,Spyro: Enter the Dragonfly,16,2002.0,4
863,Call of Duty: World at War,26,2008.0,8
864,Devil May Cry 2,16,2003.0,0
865,Burnout Paradise,17,2008.0,6
866,E.T.: The Extra Terrestrial,0,1981.0,0
867,BioShock Infinite,28,2013.0,8
868,Hot Shots Golf: Open Tee,19,2004.0,10
869,Rad Racer,11,1986.0,6
870,Soccer,11,1985.0,10
871,Kirby Squeak Squad,4,2006.0,4
872,Tom Clancy's Rainbow Six: Vegas,28,2006.0,8
873,Destiny,28,2014.0,8
874,Crash Nitro Kart,16,2003.0,6
875,Grand Theft Auto: San Andreas,29,2005.0,0
876,Star Wars: Dark Forces,13,1994.0,8
877,NBA Street Vol. 2,16,2003.0,10
878,Def Jam Vendetta,16,2003.0,2
879,FIFA Soccer 09,28,2008.0,10
880,Who wants to be a millionaire,13,1999.0,3
881,Scooby Doo and the Cyber Chase,15,2001.0,1
882,Alleyway,5,1989.0,5
883,Dragon Ball Z: Budokai 3,16,2004.0,2
884,Jet Moto 2,15,1997.0,6
885,Tom Clancy's Ghost Recon,16,2002.0,8
886,X-Men Legends,16,2004.0,7
887,Batman: Arkham Origins,28,2013.0,0
888,Guitar Hero: World Tour,17,2008.0,3
889,Mortal Kombat II,23,1993.0,2
890,Virtua Fighter 2,21,1995.0,2
891,Tetris DX,5,1998.0,5
892,Mortal Kombat vs. DC Universe,28,2008.0,2
893,Watch Dogs,17,2014.0,0
894,Mario Super Sluggers,26,2008.0,10
895,Tomb Raider (2013),28,2013.0,0
896,The Legend of Zelda: Oracle of Ages,5,2001.0,0
897,Need for Speed: Shift,28,2009.0,6
898,Monopoly,26,2008.0,3
899,Red Faction,16,2001.0,8
900,The Sims: Makin' Magic,13,2003.0,9
901,MX Unleashed,16,2004.0,6
902,PaRappa The Rapper,15,1996.0,3
903,Toy Story Mania!,26,2009.0,3
904,Mario Party 3,10,2000.0,3
905,Star Wars: The Force Unleashed,26,2008.0,0
906,Game Party 2,26,2008.0,3
907,Destiny: The Taken King,18,2015.0,8
908,LEGO Star Wars III: The Clone Wars,26,2011.0,0
909,Star Wars Rogue Leader: Rogue Squadron II,7,2001.0,9
910,Max Payne 3,17,2012.0,8
911,Need for Speed Rivals,18,2013.0,6
912,Madden NFL 09,17,2008.0,10
913,Yokai Watch,2,2013.0,7
914,Ratchet & Clank Future: A Crack in Time,17,2009.0,4
915,Yu-Gi-Oh! Forbidden Memories,15,1999.0,7
916,Mortal Kombat: Deception,16,2004.0,2
917,Hot Shots Golf 2,15,1999.0,10
918,Medal of Honor: European Assault (All Region sales),16,2005.0,8
919,WCW Nitro,15,1998.0,2
920,High School Musical: Sing It!,16,2007.0,3
921,Star Fox Adventures,7,2002.0,1
922,FIFA 2000,15,1998.0,10
923,Dynasty Warriors 3,16,2001.0,0
924,Donkey Kong Country Returns,2,2013.0,4
925,The Legend of Zelda: Oracle of Seasons,5,2001.0,1
926,Madden NFL 06,29,2005.0,10
927,Shrek 2,16,2004.0,4
928,The Legend of Dragoon,15,1999.0,7
929,Turok 2: Seeds of Evil,10,1997.0,4
930,SingStar,16,2004.0,3
931,LittleBigPlanet 3,18,2014.0,4
932,NBA Live 2002,16,2001.0,10
933,Phineas and Ferb,4,2009.0,0
934,Chrono Cross,15,1999.0,7
935,GoldenEye 007 (2010),26,2010.0,0
936,Mario Party: Island Tour,2,2013.0,3
937,Jak 3,16,2004.0,4
938,Rayman Raving Rabbids 2,26,2007.0,3
939,Kingdom Hearts: Chain of Memories,6,2004.0,7
940,Pinball,11,1984.0,0
941,inFAMOUS 2,17,2011.0,0
942,Gran Turismo Concept 2001 Tokyo,16,2001.0,6
943,Demon's Souls,17,2009.0,7
944,NCAA Football 06,16,2005.0,10
945,"Hey You, Pikachu!",10,1998.0,9
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,6,2005.0,3
947,World of Warcraft: Mists of Pandaria,13,2012.0,7
948,Jet Moto,15,1996.0,6
949,Just Cause 3,18,2015.0,0
950,Secret of Mana,23,1993.0,7
951,The Orange Box,28,2007.0,8
952,Air Combat,15,1995.0,9
953,Kirby: Triple Deluxe,2,2014.0,4
954,Sonic & Knuckles,8,1994.0,4
955,Namco Museum,16,2001.0,3
956,The Sims: Hot Date,13,2001.0,9
957,Metroid Prime 3: Corruption,26,2007.0,8
958,Dragon Quest VI: Realms of Revelation,4,2010.0,7
959,The Evil Within,18,2014.0,0
960,DDRMAX2: Dance Dance Revolution,16,2003.0,9
961,Crazy Taxi,3,2000.0,6
962,Virtua Fighter 4,16,2002.0,2
963,Sly 2: Band of Thieves,16,2004.0,4
964,Guitar Hero: World Tour,16,2008.0,3
965,Sonic Advance 2,6,2002.0,4
966,Madden NFL 07,28,2006.0,10
967,NBA 2K11,17,2010.0,0
968,NFL GameDay 2000,15,1999.0,10
969,Call of Duty: Black Ops 3,17,2015.0,8
970,Disney's The Lion King,23,1994.0,4
971,Beyond: Two Souls,17,2013.0,1
972,Kinect Star Wars,28,2012.0,0
973,Midnight Club II,16,2003.0,6
974,Dragon Quest Monsters: Joker,4,2006.0,7
975,SpongeBob SquarePants: SuperSponge,15,2001.0,0
976,The Getaway: Black Monday,16,2004.0,0
977,Professor Layton and the Mask of Miracle,2,2011.0,5
978,Just Cause 2,17,2010.0,0
979,Dragon's Dogma,17,2012.0,7
980,The Legend of Zelda: The Wind Waker,27,2013.0,0
981,50 Cent: Bulletproof,16,2005.0,0
982,High School Musical: Sing It!,26,2007.0,3
983,Wii Party U,27,2013.0,3
984,Madden NFL 25,17,2013.0,10
985,Final Fantasy II,23,1991.0,7
986,Kirby 64: The Crystal Shards,10,2000.0,4
987,Dead or Alive 3,29,2001.0,2
988,UFC 2009 Undisputed,17,2009.0,2
989,Metroid II: Return of Samus,5,1991.0,1
990,WWF Attitude,15,1998.0,2
991,The SpongeBob SquarePants Movie,16,2004.0,4
992,Golden Sun,6,2001.0,7
993,Sonic the Hedgehog 3,8,1994.0,4
994,Kid Icarus,11,1986.0,4
995,Def Jam: Fight for NY,16,2004.0,2
996,Tom Clancy's Ghost Recon,29,2002.0,8
997,State of Emergency,16,2002.0,0
998,BioShock Infinite,17,2013.0,8
999,Hitman: Absolution,28,2012.0,0
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,6,2007.0,0
1001,Call of Duty: Black Ops 3,28,2015.0,8
1002,The Urbz: Sims in the City,16,2004.0,9
1003,FIFA Soccer 08,17,2007.0,10
1004,Star Wars: Starfighter,16,2001.0,9
1005,Madden NFL 2000,15,1998.0,10
1006,Kingdom Hearts,17,2013.0,7
1007,Star Wars: Battlefront,29,2004.0,8
1008,Pro Evolution Soccer,16,2001.0,10
1009,Crackdown,28,2007.0,8
1010,Yoshi,11,1991.0,5
1011,Disney's Aladdin,23,1993.0,4
1012,Kirby's Adventure,11,1993.0,4
1013,Cooking Mama 3: Shop & Chop,4,2009.0,9
1014,Dance Dance Revolution X,16,2008.0,9
1015,2 Games in 1: Disney Princess & The Lion King,6,2004.0,3
1016,Star Wars Episode I: The Phantom Menace,15,1999.0,1
1017,Xenosaga Episode I: Der Wille zur Macht,16,2002.0,7
1018,Portal 2,17,2011.0,8
1019,The Beatles: Rock Band,26,2009.0,3
1020,Forza Motorsport 6,30,2015.0,6
1021,Sonic Colors,26,2010.0,4
1022,Cruis'n USA,10,1996.0,6
1023,Madden NFL 99,15,1998.0,10
1024,Diablo III,18,2014.0,7
1025,Uncharted: Golden Abyss,20,2011.0,8
1026,Destiny,17,2014.0,8
1027,SSX Tricky,16,2001.0,10
1028,Overwatch,18,2016.0,8
1029,Twisted Metal III,15,1998.0,0
1030,Harry Potter and the Sorcerer's Stone,5,2001.0,0
1031,Disney Infinity,26,2013.0,0
1032,Crash Bandicoot: The Huge Adventure,6,2002.0,4
1033,Dishonored,28,2012.0,0
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,16,2003.0,0
1035,The Order: 1886,18,2015.0,8
1036,The Elder Scrolls Online,18,2015.0,7
1037,Call of Duty: World at War Final Fronts,16,2008.0,8
1038,Imagine: Teacher,4,2008.0,9
1039,Call of Duty: Modern Warfare 3,13,2011.0,8
1040,Madden NFL 2005,29,2004.0,10
1041,Star Ocean: Till The End of Time,16,2003.0,7
1042,The Sims 3: Late Night Expansion Pack,13,2010.0,9
1043,Game Party 3,26,2009.0,5
1044,Toy Story 2: Buzz Lightyear to the Rescue!,15,1998.0,4
1045,Deal or No Deal,4,2007.0,3
1046,Ace Combat 5: The Unsung War,16,2004.0,9
1047,Need for Speed Underground,29,2003.0,6
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,4,2006.0,3
1049,Tetris Worlds,6,2001.0,5
1050,Cabela's Big Game Hunter 2010,26,2009.0,10
1051,The Crew,18,2014.0,6
1052,FIFA Soccer 10,16,2009.0,10
1053,We Ski,26,2008.0,10
1054,Personal Trainer: Math,4,2007.0,5
1055,Kirby's Return to Dreamland,26,2011.0,4
1056,Super Puyo Puyo,23,1993.0,5
1057,Ben 10: Protector of Earth,4,2007.0,0
1058,NCAA Football 07,16,2006.0,10
1059,SOCOM 3: U.S. Navy SEALs,16,2005.0,8
1060,NBA 2K15,30,2014.0,10
1061,Saints Row 2,17,2008.0,0
1062,Saints Row IV,28,2013.0,0
1063,Jampack Winter '99,15,1999.0,3
1064,Dragon Age: Origins,17,2009.0,7
1065,FIFA 16,28,2015.0,10
1066,WCW vs. nWo: World Tour,10,1997.0,2
1067,WCW/NWO Thunder,15,1998.0,2
1068,Harry Potter and the Sorcerer's Stone,6,2001.0,0
1069,Need For Speed: Undercover,28,2008.0,6
1070,Dragon Ball Z: The Legacy of Goku,6,2002.0,7
1071,Sid Meier's Civilization V,13,2010.0,11
1072,Resident Evil 4,7,2005.0,0
1073,Call of Duty Black Ops: Declassified,20,2012.0,0
1074,Star Wars Battlefront: Renegade Squadron,19,2007.0,8
1075,World Championship Poker: Featuring Howard Lederer - All In,16,2006.0,3
1076,NFL GameDay 98,15,1997.0,10
1077,LEGO Batman 2: DC Super Heroes,28,2012.0,0
1078,Yoshi's Cookie,5,1992.0,5
1079,Time Crisis,15,1997.0,8
1080,The Sims: Superstar,13,2003.0,9
1081,Star Wars The Clone Wars: Lightsaber Duels,26,2008.0,0
1082,MySims,26,2007.0,9
1083,Metroid Fusion,6,2002.0,0
1084,Shaun White Snowboarding: Road Trip,26,2008.0,10
1085,SSX 3,16,2003.0,10
1086,Big Beach Sports,26,2008.0,10
1087,Madden NFL 2001,15,2000.0,10
1088,Fight Night Round 3,17,2006.0,2
1089,Knack,18,2013.0,4
1090,Star Wars: Battlefront II,29,2005.0,8
1091,Disney's DuckTales,11,1989.0,4
1092,Tony Hawk's Pro Skater 3,15,2001.0,10
1093,"Monsters, Inc.",6,2001.0,1
1094,StarCraft II: Heart of the Swarm,13,2013.0,11
1095,PGR: Project Gotham Racing 2,29,2003.0,6
1096,Spy Hunter,16,2001.0,6
1097,NCAA Football 2004,16,2003.0,10
1098,SpongeBob SquarePants: Battle for Bikini Bottom,16,2003.0,4
1099,Dying Light,18,2015.0,0
1100,Heavenly Sword,17,2007.0,0
1101,Street Fighter II': Special Champion Edition,8,1992.0,2
1102,SSX,16,2000.0,10
1103,Max Payne 3,28,2012.0,8
1104,NBA Ballers,16,2004.0,10
1105,Need for Speed Carbon,28,2006.0,6
1106,NBA Live 2003,16,2002.0,10
1107,Dragon Ball Z: Budokai Tenkaichi,16,2005.0,2
1108,Ms. Pac-Man,0,1981.0,5
1109,Mario Party 6,7,2004.0,3
1110,Super Scope 6,23,1991.0,8
1111,Go Vacation,26,2011.0,3
1112,Dragon Quest V: Tenkuu no Hanayome,16,2004.0,7
1113,Army of Two,28,2008.0,8
1114,Dragon Quest IV: Chapters of the Chosen,4,2007.0,7
1115,Kirby & the Amazing Mirror,6,2004.0,4
1116,LEGO Pirates of the Caribbean: The Video Game,26,2011.0,0
1117,Dig Dug,0,1982.0,5
1118,Tom Clancy's Rainbow Six,15,1999.0,8
1119,Ghosts 'n Goblins,11,1986.0,0
1120,Tiger Woods PGA Tour 2003,16,2002.0,10
1121,NBA Live 06 (All region sales),16,2005.0,10
1122,Prince of Persia: Warrior Within,16,2004.0,0
1123,Kinectimals,28,2010.0,9
1124,Until Dawn,18,2015.0,1
1125,ESPN NFL 2K5,29,2004.0,10
1126,Viva Pinata,28,2006.0,9
1127,Pikmin,7,2001.0,11
1128,Call of Duty: Black Ops,13,,8
1129,Sonic Generations,17,2011.0,4
1130,Tiger Woods PGA Tour 2004,16,2003.0,10
1131,Ape Escape,15,1999.0,4
1132,NBA 2K15,28,2014.0,10
1133,NCAA Football 2005,16,2004.0,10
1134,Just Cause 2,28,2010.0,0
1135,Rock Band,17,,3
1136,Tony Hawk's American Wasteland (Old all region sales),16,2005.0,10
1137,Rage,28,2011.0,8
1138,Mario Hoops 3 on 3,4,2006.0,10
1139,Kirby Air Ride,7,2003.0,6
1140,Sled Storm,15,1998.0,6
1141,Pokemon Battle Revolution,26,2006.0,7
1142,NFL Street 2,16,2004.0,10
1143,Gears of War: Judgment,28,2013.0,8
1144,Baseball,5,1989.0,10
1145,Yu-Gi-Oh! Duel Monsters,5,1998.0,11
1146,Super Mario Strikers,7,2005.0,10
1147,Buzz! The Music Quiz,16,2005.0,3
1148,SpongeBob's Atlantis SquarePantis,4,2007.0,0
1149,Far Cry 4,30,2014.0,8
1150,Dance Dance Revolution: Hottest Party 2,26,2008.0,9
1151,Moshi Monsters: Moshling Zoo,4,2011.0,3
1152,Dollar Dash,16,2005.0,0
1153,Far Cry 2,28,2008.0,0
1154,F-1 World Grand Prix,10,1998.0,6
1155,River Raid,0,1981.0,8
1156,Silent Hill,15,1999.0,0
1157,Dragon Quest V: Hand of the Heavenly Bride,4,2008.0,7
1158,No Man's Sky,18,2016.0,0
1159,Sonic Heroes,7,2003.0,4
1160,ESPN NBA 2K5,16,2004.0,10
1161,Diablo,13,1996.0,7
1162,The Legend of Zelda: Twilight Princess,7,2006.0,0
1163,Soul Edge,15,1996.0,2
1164,Devil May Cry 4,17,2008.0,0
1165,Mario Bros.,0,1982.0,4
1166,Pro Evolution Soccer 2008,17,2007.0,10
1167,SoulCalibur IV,28,2008.0,2
1168,LEGO Harry Potter: Years 1-4,28,2010.0,0
1169,NASCAR 2000,15,1999.0,6
1170,Wolfenstein: The New Order,18,2014.0,8
1171,Carnival Games: Mini Golf,26,2008.0,10
1172,Guitar Hero: On Tour Decades,4,2008.0,3
1173,MySims Kingdom,4,2008.0,9
1174,Jampack Summer 2K,15,2000.0,3
1175,Need for Speed: Most Wanted,28,2012.0,6
1176,Guitar Hero 5,26,2009.0,3
1177,High School Musical 3: Senior Year,4,2008.0,3
1178,Kingdom Hearts 3D: Dream Drop Distance,2,2012.0,0
1179,Hannah Montana: Music Jam,4,2007.0,0
1180,Pokemon Mystery Dungeon: Explorers of Sky,4,2009.0,7
1181,Spyro 2: Season of Flame,6,2002.0,4
1182,Pro Evolution Soccer 2010,16,2009.0,10
1183,NCAA Football 2002,16,2001.0,10
1184,Conflict: Desert Storm,16,2002.0,8
1185,Mario Party 7,7,2005.0,3
1186,Pro Evolution Soccer 2013,17,2012.0,10
1187,Smuggler's Run,16,2000.0,6
1188,Fight Night Round 3,16,2006.0,2
1189,Donkey Kong Classics,11,1988.0,4
1190,Twisted Metal,15,1995.0,0
1191,Dark Souls III,18,2016.0,7
1192,Final Fight,23,1990.0,0
1193,Dragon Quest Monsters 2,5,2001.0,7
1194,Pokemon Pinball: Ruby & Sapphire,6,2003.0,3
1195,LEGO Marvel Super Heroes,18,2013.0,0
1196,Mafia II,28,2010.0,0
1197,Dishonored,17,2012.0,0
1198,Stuntman,16,2002.0,6
